entry_time,exit_time,ride_preference_1,ride_preference_2,ride_preference_3
14,18,Flying Coaster,Flying Coaster,Haunted House
13,17,Superman Ride,Giant Wheel,Merry Go Round
13,17,Superman Ride,Haunted House,Flying Coaster
13,18,Circus Train,Superman Ride,Flying Coaster
10,16,Kiddie Coaster,Spinning Coaster,Giant Wheel
13,17,Merry Go Round,Merry Go Round,Flying Coaster
11,17,Merry Go Round,Free Fall,Crazy Dance
13,17,Flying Coaster,Spinning Coaster,Giant Wheel
14,18,Bungee Jump,Go-Karts,Water Ride
14,18,Circus Train,Merry Go Round,Giant Wheel
11,16,Flying Coaster,Flying Coaster,Merry Go Round
10,15,Merry Go Round,Kiddie Coaster,Giant Wheel
11,16,Spiral Slide,Bumper Cars,Superman Ride
13,17,Flying Coaster,Flying Coaster,Rapids Ride
13,18,Inverted Coaster,Superman Ride,Haunted House
13,18,Spinning Coaster,Circus Train,Zipline
12,16,Merry Go Round,Zipline,Flying Coaster
13,18,Flying Coaster,Giant Wheel,Inverted Coaster
14,18,Merry Go Round,Giga Coaster,Superman Ride
14,18,Superman Ride,Go-Karts,Haunted House
12,17,Circus Train,Circus Train,Giant Wheel
11,18,Zipline,Go-Karts,Flying Coaster
14,18,Rapids Ride,Kiddie Coaster,Flying Coaster
11,15,Spinning Coaster,Giant Wheel,Merry Go Round
10,18,Giant Wheel,Circus Train,Spinning Coaster
13,17,Flying Coaster,Spiral Slide,Merry Go Round
10,18,Giant Wheel,Giant Wheel,Merry Go Round
10,14,Flying Coaster,Circus Train,Go-Karts
12,18,Bungee Jump,Bungee Jump,Flying Coaster
13,18,Bumper Cars,Spinning Coaster,Flying Coaster
11,15,Spinning Coaster,Flying Coaster,Flying Coaster
13,18,Spinning Coaster,Merry Go Round,Merry Go Round
12,18,Go-Karts,Superman Ride,Merry Go Round
13,18,Spinning Coaster,Flying Coaster,Swing Ride
11,16,Free Fall,Flying Coaster,Inverted Coaster
13,17,Bumper Cars,Flying Coaster,Rapids Ride
14,18,Circus Train,Giant Wheel,Dizzy Dropper
13,17,Merry Go Round,Flying Coaster,Superman Ride
12,18,Flying Coaster,Crazy Dance,Circus Train
11,15,Spinning Coaster,Kiddie Coaster,Giant Wheel
12,18,Flying Coaster,Circus Train,Giant Wheel
13,18,Dizzy Dropper,Drop Tower,Oz Theatre
10,17,Water Ride,Go-Karts,Flying Coaster
10,17,Bumper Cars,Go-Karts,Flying Coaster
10,18,Flying Coaster,Circus Train,Flying Coaster
11,18,Flying Coaster,Inverted Coaster,Superman Ride
10,18,Giant Wheel,Merry Go Round,Spinning Coaster
12,16,Circus Train,Kiddie Coaster,Merry Go Round
11,16,Spinning Coaster,Haunted House,Go-Karts
14,18,Go-Karts,Oz Theatre,Merry Go Round
10,17,Spinning Coaster,Rapids Ride,Giant Wheel
12,18,Bumper Cars,Drop Tower,Circus Train
12,17,Go-Karts,Flying Coaster,Flying Coaster
12,18,Water Ride,Swing Ride,Bumper Cars
11,16,Rapids Ride,Flying Coaster,Circus Train
14,18,Merry Go Round,Kiddie Coaster,Haunted House
13,18,Bungee Jump,Go-Karts,Flying Coaster
12,18,Circus Train,Merry Go Round,Go-Karts
13,17,Zipline,Flying Coaster,Go-Karts
13,17,Bungee Jump,Haunted House,Free Fall
10,15,Circus Train,Flying Coaster,Swing Ride
13,17,Go-Karts,Haunted House,Flying Coaster
11,16,Bungee Jump,Flying Coaster,Flying Coaster
11,17,Free Fall,Giant Wheel,Go-Karts
13,17,Giant Wheel,Flying Coaster,Haunted House
12,18,Drop Tower,Circus Train,Flying Coaster
11,15,Flying Coaster,Merry Go Round,Oz Theatre
10,14,Flying Coaster,Flying Coaster,Merry Go Round
12,17,Flying Coaster,Bungee Jump,Flying Coaster
14,18,Flying Coaster,Inverted Coaster,Oz Theatre
14,18,Flying Coaster,Giant Wheel,Spinning Coaster
10,17,Go-Karts,Oz Theatre,Flying Coaster
11,18,Rapids Ride,Oz Theatre,Zipline
10,18,Giant Wheel,Giant Wheel,Flying Coaster
11,15,Rapids Ride,Flying Coaster,Superman Ride
14,18,Giant Wheel,Go-Karts,Flying Coaster
10,14,Bumper Cars,Bungee Jump,Bumper Cars
12,17,Inverted Coaster,Spiral Slide,Flying Coaster
10,15,Go-Karts,Flying Coaster,Giant Wheel
14,18,Merry Go Round,Flying Coaster,Flying Coaster
10,16,Rapids Ride,Dizzy Dropper,Flying Coaster
10,15,Rapids Ride,Rapids Ride,Flying Coaster
14,18,Giga Coaster,Free Fall,Merry Go Round
12,18,Inverted Coaster,Circus Train,Roller Coaster
10,18,Flying Coaster,Bungee Jump,Flying Coaster
14,18,Dizzy Dropper,Haunted House,Rapids Ride
13,18,Rapids Ride,Free Fall,Flying Coaster
11,18,Giant Wheel,Flying Coaster,Spinning Coaster
12,16,Flying Coaster,Dizzy Dropper,Go-Karts
11,15,Flying Coaster,Swing Ride,Bungee Jump
13,18,Circus Train,Kiddie Coaster,Go-Karts
12,16,Merry Go Round,Free Fall,Go-Karts
10,16,Flying Coaster,Flying Coaster,Flying Coaster
11,17,Bumper Cars,Superman Ride,Inverted Coaster
14,18,Merry Go Round,Flying Coaster,Drop Tower
10,14,Giant Wheel,Dizzy Dropper,Giant Wheel
11,18,Superman Ride,Giant Wheel,Water Ride
12,16,Superman Ride,Circus Train,Bumper Cars
13,18,Flying Coaster,Flying Coaster,Superman Ride
12,16,Flying Coaster,Giant Wheel,Go-Karts
11,18,Circus Train,Himalaya Ride,Merry Go Round
13,18,Rapids Ride,Go-Karts,Merry Go Round
10,15,Circus Train,Rapids Ride,Flying Coaster
12,17,Go-Karts,Flying Coaster,Inverted Coaster
12,17,Go-Karts,Merry Go Round,Merry Go Round
10,16,Kiddie Coaster,Bumper Cars,Spinning Coaster
11,18,Circus Train,Flying Coaster,Bumper Cars
13,18,Flying Coaster,Spinning Coaster,Bumper Cars
12,16,Giant Wheel,Giant Wheel,Circus Train
12,17,Crazy Dance,Spinning Coaster,Flying Coaster
11,18,Flying Coaster,Flying Coaster,Go-Karts
13,17,Flying Coaster,Roller Coaster,Merry Go Round
12,18,Himalaya Ride,Spinning Coaster,Merry Go Round
10,16,Water Ride,Flying Coaster,Bumper Cars
13,18,Giant Wheel,Circus Train,Spinning Coaster
10,18,Rapids Ride,Flying Coaster,Merry Go Round
14,18,Water Ride,Himalaya Ride,Flying Coaster
13,18,Go-Karts,Merry Go Round,Merry Go Round
10,17,Go-Karts,Giant Wheel,Roller Coaster
14,18,Flying Coaster,Merry Go Round,Flying Coaster
12,17,Spiral Slide,Merry Go Round,Flying Coaster
13,18,Merry Go Round,Free Fall,Giant Wheel
11,18,Bumper Cars,Flying Coaster,Go-Karts
14,18,Circus Train,Giant Wheel,Circus Train
13,18,Flying Coaster,Free Fall,Merry Go Round
14,18,Circus Train,Merry Go Round,Go-Karts
11,16,Flying Coaster,Go-Karts,Swing Ride
14,18,Go-Karts,Spinning Coaster,Superman Ride
11,17,Flying Coaster,Bungee Jump,Free Fall
11,16,Flying Coaster,Rapids Ride,Flying Coaster
12,17,Flying Coaster,Giant Wheel,Merry Go Round
13,17,Spinning Coaster,Water Ride,Bumper Cars
12,18,Water Ride,Flying Coaster,Giga Coaster
14,18,Spinning Coaster,Bungee Jump,Spinning Coaster
11,15,Giant Wheel,Giga Coaster,Spinning Coaster
10,17,Flying Coaster,Flying Coaster,Circus Train
14,18,Flying Coaster,Swing Ride,Bumper Cars
14,18,Spinning Coaster,Spinning Coaster,Flying Coaster
12,18,Giant Wheel,Haunted House,Zipline
13,18,Rapids Ride,Flying Coaster,Kiddie Coaster
12,17,Drop Tower,Go-Karts,Flying Coaster
13,18,Bungee Jump,Dizzy Dropper,Circus Train
13,17,Giga Coaster,Spinning Coaster,Merry Go Round
14,18,Flying Coaster,Inverted Coaster,Kiddie Coaster
11,16,Giga Coaster,Haunted House,Rapids Ride
10,18,Superman Ride,Flying Coaster,Bumper Cars
12,18,Merry Go Round,Merry Go Round,Flying Coaster
14,18,Spiral Slide,Circus Train,Merry Go Round
13,17,Flying Coaster,Go-Karts,Merry Go Round
13,17,Oz Theatre,Go-Karts,Merry Go Round
10,18,Flying Coaster,Spinning Coaster,Merry Go Round
14,18,Merry Go Round,Flying Coaster,Spiral Slide
13,17,Flying Coaster,Water Ride,Oz Theatre
12,17,Flying Coaster,Dizzy Dropper,Flying Coaster
13,17,Merry Go Round,Flying Coaster,Circus Train
11,15,Go-Karts,Kiddie Coaster,Merry Go Round
11,18,Himalaya Ride,Flying Coaster,Circus Train
12,18,Go-Karts,Flying Coaster,Merry Go Round
13,17,Merry Go Round,Spinning Coaster,Crazy Dance
12,16,Bungee Jump,Bumper Cars,Superman Ride
12,18,Flying Coaster,Himalaya Ride,Giant Wheel
10,14,Go-Karts,Drop Tower,Bungee Jump
14,18,Flying Coaster,Bumper Cars,Flying Coaster
11,18,Flying Coaster,Crazy Dance,Flying Coaster
14,18,Bumper Cars,Oz Theatre,Giga Coaster
12,17,Superman Ride,Kiddie Coaster,Circus Train
13,17,Oz Theatre,Himalaya Ride,Spinning Coaster
10,14,Spiral Slide,Flying Coaster,Spiral Slide
14,18,Haunted House,Superman Ride,Flying Coaster
11,17,Swing Ride,Circus Train,Dizzy Dropper
13,17,Spinning Coaster,Go-Karts,Rapids Ride
11,16,Flying Coaster,Spinning Coaster,Merry Go Round
11,16,Flying Coaster,Roller Coaster,Giant Wheel
11,17,Zipline,Merry Go Round,Bungee Jump
11,15,Flying Coaster,Flying Coaster,Flying Coaster
13,17,Swing Ride,Flying Coaster,Inverted Coaster
12,17,Spinning Coaster,Flying Coaster,Merry Go Round
13,18,Merry Go Round,Merry Go Round,Drop Tower
12,18,Flying Coaster,Flying Coaster,Circus Train
10,18,Himalaya Ride,Circus Train,Flying Coaster
11,15,Rapids Ride,Spinning Coaster,Circus Train
13,17,Kiddie Coaster,Merry Go Round,Spinning Coaster
14,18,Swing Ride,Giga Coaster,Flying Coaster
13,18,Zipline,Flying Coaster,Go-Karts
14,18,Flying Coaster,Flying Coaster,Spinning Coaster
12,17,Flying Coaster,Flying Coaster,Roller Coaster
10,18,Flying Coaster,Spinning Coaster,Merry Go Round
12,17,Bumper Cars,Oz Theatre,Flying Coaster
10,14,Go-Karts,Drop Tower,Giga Coaster
13,18,Go-Karts,Bumper Cars,Giant Wheel
13,17,Kiddie Coaster,Inverted Coaster,Go-Karts
11,18,Bumper Cars,Flying Coaster,Flying Coaster
12,16,Flying Coaster,Inverted Coaster,Bumper Cars
12,17,Flying Coaster,Flying Coaster,Flying Coaster
11,16,Flying Coaster,Roller Coaster,Merry Go Round
14,18,Bumper Cars,Bumper Cars,Crazy Dance
13,18,Giant Wheel,Flying Coaster,Merry Go Round
12,16,Merry Go Round,Giant Wheel,Himalaya Ride
13,18,Bumper Cars,Superman Ride,Flying Coaster
12,17,Merry Go Round,Merry Go Round,Giant Wheel
11,16,Flying Coaster,Flying Coaster,Merry Go Round
12,18,Merry Go Round,Flying Coaster,Flying Coaster
13,18,Superman Ride,Dizzy Dropper,Circus Train
12,16,Rapids Ride,Haunted House,Merry Go Round
14,18,Kiddie Coaster,Rapids Ride,Haunted House
14,18,Superman Ride,Flying Coaster,Flying Coaster
14,18,Merry Go Round,Circus Train,Go-Karts
13,18,Flying Coaster,Flying Coaster,Swing Ride
12,17,Flying Coaster,Spiral Slide,Merry Go Round
13,18,Giant Wheel,Bungee Jump,Water Ride
10,18,Merry Go Round,Go-Karts,Flying Coaster
11,18,Go-Karts,Bumper Cars,Haunted House
11,15,Inverted Coaster,Merry Go Round,Spinning Coaster
13,17,Go-Karts,Oz Theatre,Go-Karts
13,18,Giant Wheel,Go-Karts,Go-Karts
10,15,Merry Go Round,Drop Tower,Bungee Jump
12,17,Flying Coaster,Circus Train,Circus Train
14,18,Circus Train,Oz Theatre,Kiddie Coaster
13,17,Spinning Coaster,Bungee Jump,Merry Go Round
12,17,Merry Go Round,Oz Theatre,Himalaya Ride
11,16,Flying Coaster,Flying Coaster,Zipline
13,18,Spinning Coaster,Merry Go Round,Merry Go Round
11,18,Flying Coaster,Kiddie Coaster,Bungee Jump
10,17,Bumper Cars,Inverted Coaster,Free Fall
14,18,Bungee Jump,Kiddie Coaster,Himalaya Ride
11,18,Bungee Jump,Bumper Cars,Crazy Dance
13,18,Inverted Coaster,Swing Ride,Bungee Jump
13,18,Flying Coaster,Flying Coaster,Drop Tower
14,18,Merry Go Round,Inverted Coaster,Drop Tower
10,15,Free Fall,Flying Coaster,Go-Karts
13,17,Inverted Coaster,Flying Coaster,Merry Go Round
13,18,Giant Wheel,Free Fall,Inverted Coaster
13,18,Himalaya Ride,Bungee Jump,Flying Coaster
10,17,Bungee Jump,Flying Coaster,Water Ride
11,15,Spinning Coaster,Flying Coaster,Haunted House
10,15,Giant Wheel,Go-Karts,Flying Coaster
10,18,Circus Train,Swing Ride,Merry Go Round
13,17,Go-Karts,Giant Wheel,Flying Coaster
12,17,Go-Karts,Flying Coaster,Flying Coaster
12,17,Flying Coaster,Superman Ride,Flying Coaster
12,18,Spinning Coaster,Go-Karts,Go-Karts
14,18,Flying Coaster,Spinning Coaster,Oz Theatre
10,15,Flying Coaster,Merry Go Round,Spinning Coaster
13,18,Flying Coaster,Spinning Coaster,Drop Tower
14,18,Kiddie Coaster,Go-Karts,Flying Coaster
11,17,Merry Go Round,Crazy Dance,Go-Karts
11,17,Merry Go Round,Kiddie Coaster,Flying Coaster
11,16,Roller Coaster,Circus Train,Flying Coaster
11,18,Flying Coaster,Merry Go Round,Giga Coaster
13,17,Rapids Ride,Dizzy Dropper,Giga Coaster
12,17,Giant Wheel,Bumper Cars,Haunted House
11,17,Kiddie Coaster,Flying Coaster,Flying Coaster
10,15,Merry Go Round,Bungee Jump,Zipline
12,17,Himalaya Ride,Flying Coaster,Giant Wheel
14,18,Spinning Coaster,Flying Coaster,Flying Coaster
11,17,Bumper Cars,Giant Wheel,Go-Karts
11,17,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Circus Train,Giant Wheel,Merry Go Round
12,17,Flying Coaster,Bungee Jump,Merry Go Round
11,18,Flying Coaster,Swing Ride,Flying Coaster
12,18,Kiddie Coaster,Flying Coaster,Go-Karts
11,16,Kiddie Coaster,Inverted Coaster,Swing Ride
12,16,Flying Coaster,Flying Coaster,Flying Coaster
10,17,Go-Karts,Flying Coaster,Kiddie Coaster
10,18,Merry Go Round,Water Ride,Flying Coaster
14,18,Giant Wheel,Flying Coaster,Crazy Dance
11,16,Spinning Coaster,Zipline,Merry Go Round
11,18,Merry Go Round,Merry Go Round,Swing Ride
13,17,Flying Coaster,Flying Coaster,Circus Train
10,18,Bungee Jump,Go-Karts,Merry Go Round
14,18,Swing Ride,Flying Coaster,Giant Wheel
14,18,Merry Go Round,Kiddie Coaster,Swing Ride
10,14,Merry Go Round,Drop Tower,Go-Karts
12,17,Rapids Ride,Zipline,Swing Ride
14,18,Go-Karts,Flying Coaster,Flying Coaster
10,17,Zipline,Crazy Dance,Haunted House
12,16,Circus Train,Circus Train,Merry Go Round
12,16,Circus Train,Flying Coaster,Swing Ride
14,18,Flying Coaster,Bungee Jump,Merry Go Round
11,17,Spiral Slide,Bumper Cars,Merry Go Round
11,16,Merry Go Round,Flying Coaster,Go-Karts
13,17,Drop Tower,Flying Coaster,Bumper Cars
14,18,Inverted Coaster,Flying Coaster,Rapids Ride
13,18,Spiral Slide,Merry Go Round,Swing Ride
10,16,Spinning Coaster,Oz Theatre,Flying Coaster
10,17,Go-Karts,Flying Coaster,Go-Karts
11,15,Flying Coaster,Rapids Ride,Spinning Coaster
14,18,Spinning Coaster,Rapids Ride,Zipline
13,18,Merry Go Round,Merry Go Round,Spiral Slide
13,18,Dizzy Dropper,Flying Coaster,Merry Go Round
10,14,Spiral Slide,Flying Coaster,Flying Coaster
12,16,Bumper Cars,Giant Wheel,Giant Wheel
13,18,Bumper Cars,Free Fall,Spinning Coaster
12,18,Flying Coaster,Giga Coaster,Rapids Ride
12,16,Bumper Cars,Circus Train,Flying Coaster
12,16,Rapids Ride,Flying Coaster,Free Fall
10,14,Kiddie Coaster,Flying Coaster,Flying Coaster
14,18,Oz Theatre,Merry Go Round,Flying Coaster
12,17,Flying Coaster,Flying Coaster,Oz Theatre
10,14,Circus Train,Flying Coaster,Circus Train
10,17,Flying Coaster,Spinning Coaster,Spinning Coaster
13,17,Flying Coaster,Bumper Cars,Flying Coaster
14,18,Flying Coaster,Giant Wheel,Go-Karts
13,17,Giant Wheel,Spinning Coaster,Flying Coaster
12,18,Go-Karts,Free Fall,Giant Wheel
10,16,Circus Train,Flying Coaster,Himalaya Ride
14,18,Merry Go Round,Flying Coaster,Merry Go Round
12,18,Go-Karts,Flying Coaster,Inverted Coaster
11,18,Circus Train,Flying Coaster,Spinning Coaster
12,18,Flying Coaster,Rapids Ride,Go-Karts
13,17,Giant Wheel,Rapids Ride,Flying Coaster
11,16,Giant Wheel,Zipline,Flying Coaster
11,15,Kiddie Coaster,Drop Tower,Merry Go Round
11,15,Merry Go Round,Haunted House,Crazy Dance
12,17,Flying Coaster,Go-Karts,Bumper Cars
10,17,Zipline,Flying Coaster,Inverted Coaster
13,17,Go-Karts,Himalaya Ride,Inverted Coaster
14,18,Flying Coaster,Go-Karts,Merry Go Round
11,18,Free Fall,Bungee Jump,Zipline
14,18,Flying Coaster,Giant Wheel,Flying Coaster
13,18,Bumper Cars,Spinning Coaster,Himalaya Ride
10,14,Inverted Coaster,Flying Coaster,Inverted Coaster
11,16,Merry Go Round,Flying Coaster,Bungee Jump
13,18,Merry Go Round,Free Fall,Bumper Cars
11,16,Merry Go Round,Spinning Coaster,Flying Coaster
13,17,Bungee Jump,Flying Coaster,Merry Go Round
13,17,Roller Coaster,Kiddie Coaster,Giga Coaster
14,18,Crazy Dance,Crazy Dance,Go-Karts
14,18,Go-Karts,Flying Coaster,Go-Karts
14,18,Go-Karts,Dizzy Dropper,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Go-Karts
10,18,Bungee Jump,Kiddie Coaster,Circus Train
10,17,Kiddie Coaster,Go-Karts,Circus Train
12,17,Spiral Slide,Flying Coaster,Flying Coaster
11,17,Giga Coaster,Giant Wheel,Giga Coaster
13,17,Swing Ride,Kiddie Coaster,Spinning Coaster
12,17,Haunted House,Water Ride,Giga Coaster
12,18,Flying Coaster,Flying Coaster,Swing Ride
13,18,Rapids Ride,Haunted House,Crazy Dance
14,18,Go-Karts,Spinning Coaster,Zipline
14,18,Merry Go Round,Swing Ride,Spinning Coaster
13,17,Free Fall,Circus Train,Giant Wheel
10,18,Spinning Coaster,Haunted House,Spinning Coaster
11,17,Flying Coaster,Bumper Cars,Flying Coaster
12,17,Flying Coaster,Rapids Ride,Rapids Ride
13,18,Kiddie Coaster,Go-Karts,Go-Karts
12,16,Flying Coaster,Flying Coaster,Bungee Jump
12,18,Go-Karts,Kiddie Coaster,Kiddie Coaster
14,18,Kiddie Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Rapids Ride,Haunted House
14,18,Crazy Dance,Merry Go Round,Go-Karts
14,18,Go-Karts,Flying Coaster,Merry Go Round
13,17,Giant Wheel,Dizzy Dropper,Flying Coaster
11,16,Spinning Coaster,Drop Tower,Flying Coaster
13,17,Roller Coaster,Superman Ride,Drop Tower
14,18,Spinning Coaster,Flying Coaster,Flying Coaster
11,15,Flying Coaster,Flying Coaster,Bumper Cars
12,16,Giant Wheel,Himalaya Ride,Merry Go Round
14,18,Flying Coaster,Haunted House,Crazy Dance
14,18,Flying Coaster,Kiddie Coaster,Haunted House
11,15,Flying Coaster,Merry Go Round,Superman Ride
10,14,Go-Karts,Bumper Cars,Drop Tower
14,18,Go-Karts,Haunted House,Giant Wheel
12,16,Flying Coaster,Superman Ride,Kiddie Coaster
12,16,Flying Coaster,Swing Ride,Flying Coaster
14,18,Superman Ride,Water Ride,Circus Train
14,18,Bumper Cars,Spinning Coaster,Go-Karts
13,18,Flying Coaster,Merry Go Round,Kiddie Coaster
11,18,Drop Tower,Flying Coaster,Flying Coaster
12,18,Superman Ride,Rapids Ride,Merry Go Round
11,17,Merry Go Round,Bumper Cars,Merry Go Round
13,17,Giant Wheel,Kiddie Coaster,Giga Coaster
13,17,Flying Coaster,Flying Coaster,Merry Go Round
11,15,Circus Train,Flying Coaster,Flying Coaster
10,16,Flying Coaster,Go-Karts,Circus Train
11,15,Bungee Jump,Flying Coaster,Flying Coaster
11,15,Flying Coaster,Flying Coaster,Flying Coaster
13,17,Water Ride,Circus Train,Bumper Cars
12,16,Zipline,Flying Coaster,Giant Wheel
14,18,Roller Coaster,Giant Wheel,Zipline
11,15,Flying Coaster,Oz Theatre,Giant Wheel
10,17,Giant Wheel,Flying Coaster,Merry Go Round
12,16,Circus Train,Flying Coaster,Flying Coaster
11,17,Inverted Coaster,Inverted Coaster,Giga Coaster
14,18,Giant Wheel,Flying Coaster,Spinning Coaster
13,18,Go-Karts,Haunted House,Flying Coaster
12,16,Merry Go Round,Circus Train,Inverted Coaster
14,18,Flying Coaster,Flying Coaster,Flying Coaster
11,17,Drop Tower,Spinning Coaster,Giga Coaster
10,18,Bungee Jump,Flying Coaster,Go-Karts
11,17,Go-Karts,Himalaya Ride,Inverted Coaster
10,18,Swing Ride,Flying Coaster,Spinning Coaster
14,18,Spinning Coaster,Go-Karts,Bungee Jump
13,17,Water Ride,Zipline,Drop Tower
12,17,Rapids Ride,Bumper Cars,Haunted House
11,18,Merry Go Round,Flying Coaster,Spinning Coaster
10,15,Oz Theatre,Water Ride,Go-Karts
14,18,Circus Train,Flying Coaster,Giant Wheel
13,17,Go-Karts,Merry Go Round,Himalaya Ride
10,17,Flying Coaster,Spinning Coaster,Flying Coaster
10,17,Spinning Coaster,Giant Wheel,Haunted House
11,18,Merry Go Round,Himalaya Ride,Flying Coaster
10,14,Merry Go Round,Spinning Coaster,Go-Karts
10,18,Rapids Ride,Merry Go Round,Kiddie Coaster
11,18,Circus Train,Flying Coaster,Bungee Jump
11,18,Giga Coaster,Swing Ride,Flying Coaster
11,15,Flying Coaster,Merry Go Round,Circus Train
14,18,Flying Coaster,Spinning Coaster,Inverted Coaster
11,16,Roller Coaster,Circus Train,Flying Coaster
12,16,Rapids Ride,Flying Coaster,Merry Go Round
10,16,Oz Theatre,Bungee Jump,Rapids Ride
10,16,Giant Wheel,Spinning Coaster,Merry Go Round
11,17,Circus Train,Merry Go Round,Merry Go Round
11,16,Bumper Cars,Go-Karts,Swing Ride
11,18,Free Fall,Kiddie Coaster,Drop Tower
10,15,Flying Coaster,Dizzy Dropper,Flying Coaster
11,17,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Merry Go Round,Flying Coaster,Flying Coaster
11,18,Zipline,Flying Coaster,Merry Go Round
11,15,Giant Wheel,Flying Coaster,Rapids Ride
11,17,Rapids Ride,Flying Coaster,Flying Coaster
13,18,Himalaya Ride,Flying Coaster,Drop Tower
14,18,Dizzy Dropper,Spiral Slide,Flying Coaster
12,17,Zipline,Swing Ride,Water Ride
10,17,Flying Coaster,Go-Karts,Flying Coaster
10,15,Flying Coaster,Bungee Jump,Flying Coaster
14,18,Flying Coaster,Swing Ride,Merry Go Round
12,18,Zipline,Giant Wheel,Spinning Coaster
11,15,Spinning Coaster,Flying Coaster,Go-Karts
13,18,Merry Go Round,Bungee Jump,Inverted Coaster
13,18,Zipline,Giant Wheel,Spiral Slide
12,18,Merry Go Round,Bumper Cars,Flying Coaster
11,16,Giant Wheel,Giant Wheel,Kiddie Coaster
14,18,Rapids Ride,Drop Tower,Giant Wheel
12,18,Inverted Coaster,Circus Train,Merry Go Round
14,18,Merry Go Round,Flying Coaster,Rapids Ride
12,17,Spinning Coaster,Free Fall,Merry Go Round
11,18,Rapids Ride,Haunted House,Roller Coaster
14,18,Oz Theatre,Flying Coaster,Bungee Jump
13,17,Crazy Dance,Inverted Coaster,Flying Coaster
11,17,Flying Coaster,Inverted Coaster,Spinning Coaster
13,18,Spinning Coaster,Bungee Jump,Dizzy Dropper
10,17,Oz Theatre,Bungee Jump,Merry Go Round
13,18,Merry Go Round,Merry Go Round,Merry Go Round
13,18,Flying Coaster,Rapids Ride,Flying Coaster
14,18,Kiddie Coaster,Spiral Slide,Merry Go Round
12,17,Go-Karts,Crazy Dance,Superman Ride
12,16,Dizzy Dropper,Go-Karts,Bungee Jump
14,18,Merry Go Round,Spinning Coaster,Go-Karts
14,18,Flying Coaster,Bungee Jump,Flying Coaster
12,16,Roller Coaster,Merry Go Round,Merry Go Round
13,17,Spinning Coaster,Merry Go Round,Flying Coaster
12,18,Spinning Coaster,Flying Coaster,Circus Train
14,18,Merry Go Round,Go-Karts,Go-Karts
10,16,Bungee Jump,Flying Coaster,Flying Coaster
11,15,Flying Coaster,Giant Wheel,Flying Coaster
12,16,Spinning Coaster,Bumper Cars,Spinning Coaster
